PLAYER_ID,PLAYER_NAME,SEASON,AGE,Original_Usage,Original_Archetype,Original_King_Prob,Simulated_Usage,Simulated_Archetype,Simulated_King_Prob,Delta,Is_Latent_Star,Has_Archetype_Upgrade
203457,Nerlens Noel,2018-19,25.0,0.137,Victim (Fragile Role),0.0034071044,0.28,Victim (Fragile Role),0.12255141,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1627761,DeAndre' Bembry,2018-19,24.0,0.168,Sniper (Resilient Role),0.0014729645,0.28,Victim (Fragile Role),0.043099124,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203901,Elfrid Payton,2018-19,25.0,0.177,Sniper (Resilient Role),0.0037516009,0.28,Victim (Fragile Role),0.049221776,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629203,Jemerrio Jones,2018-19,24.0,0.108,Sniper (Resilient Role),0.0022118585,0.28,Victim (Fragile Role),0.07751184,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203943,Noah Vonleh,2018-19,23.0,0.144,Sniper (Resilient Role),0.0015914604,0.28,Victim (Fragile Role),0.20426598,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628966,Keita Bates-Diop,2018-19,23.0,0.14,Sniper (Resilient Role),0.0028890858,0.28,Victim (Fragile Role),0.07997666,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627745,Damian Jones,2018-19,24.0,0.113,Victim (Fragile Role),0.008780944,0.28,Victim (Fragile Role),0.11229458,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203937,Kyle Anderson,2018-19,25.0,0.127,Sniper (Resilient Role),0.005391745,0.28,Victim (Fragile Role),0.21168716,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628425,Sterling Brown,2018-19,24.0,0.149,Victim (Fragile Role),0.0036213663,0.28,Victim (Fragile Role),0.19733131,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1627816,Alex Poythress,2018-19,25.0,0.14,Sniper (Resilient Role),0.0040671104,0.28,Victim (Fragile Role),0.21953511,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628420,Monte Morris,2018-19,24.0,0.168,Victim (Fragile Role),0.007612554,0.28,Victim (Fragile Role),0.24515444,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629140,Johnathan Williams,2018-19,24.0,0.158,Victim (Fragile Role),0.003650158,0.28,Victim (Fragile Role),0.11043078,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1626155,Sam Dekker,2018-19,25.0,0.157,Sniper (Resilient Role),0.0024439464,0.28,Victim (Fragile Role),0.097005405,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627789,Timothe Luwawu-Cabarrot,2018-19,24.0,0.156,Sniper (Resilient Role),0.0029204672,0.28,Victim (Fragile Role),0.07989543,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628397,Ivan Rabb,2018-19,22.0,0.166,Sniper (Resilient Role),0.0048525706,0.28,Victim (Fragile Role),0.15346378,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629034,Ray Spalding,2018-19,22.0,0.164,Sniper (Resilient Role),0.0033371847,0.28,Victim (Fragile Role),0.11141901,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629109,Gary Clark,2018-19,24.0,0.106,Sniper (Resilient Role),0.002247193,0.28,Victim (Fragile Role),0.08164181,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629003,Shake Milton,2018-19,22.0,0.147,Sniper (Resilient Role),0.0028762072,0.28,Victim (Fragile Role),0.07523212,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627738,Deyonta Davis,2018-19,22.0,0.099,Victim (Fragile Role),0.008458615,0.28,Victim (Fragile Role),0.11336963,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1627740,Henry Ellenson,2018-19,22.0,0.186,Victim (Fragile Role),0.0041036946,0.28,Victim (Fragile Role),0.11464668,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629130,Duncan Robinson,2018-19,25.0,0.134,Sniper (Resilient Role),0.0032769472,0.28,Victim (Fragile Role),0.07193489,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628408,PJ Dozier,2018-19,22.0,0.173,Sniper (Resilient Role),0.0028880772,0.28,Victim (Fragile Role),0.079614386,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628416,Tyler Dorsey,2018-19,23.0,0.182,Sniper (Resilient Role),0.0036010244,0.28,Victim (Fragile Role),0.08467859,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628383,Justin Patton,2018-19,22.0,0.14,Sniper (Resilient Role),0.0031338434,0.28,Victim (Fragile Role),0.07181148,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627782,Wayne Selden,2018-19,24.0,0.178,Sniper (Resilient Role),0.004363571,0.28,Victim (Fragile Role),0.072118364,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627853,Ryan Arcidiacono,2018-19,25.0,0.117,Sniper (Resilient Role),0.004179984,0.28,Victim (Fragile Role),0.19128375,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203077,Michael Kidd-Gilchrist,2018-19,25.0,0.153,Victim (Fragile Role),0.0029854164,0.28,Victim (Fragile Role),0.08895658,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628373,Frank Ntilikina,2018-19,20.0,0.163,Sniper (Resilient Role),0.004429284,0.28,Victim (Fragile Role),0.056877635,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626143,Jahlil Okafor,2018-19,23.0,0.198,Victim (Fragile Role),0.0038764433,0.28,Victim (Fragile Role),0.11676336,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
203922,Glenn Robinson III,2018-19,25.0,0.146,Sniper (Resilient Role),0.0027623367,0.28,Victim (Fragile Role),0.07452517,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629004,Svi Mykhailiuk,2018-19,22.0,0.157,Sniper (Resilient Role),0.002890798,0.28,Victim (Fragile Role),0.08288578,Sniper (Resilient Role)→Victim (Fragile Role),False,False
203917,Nik Stauskas,2018-19,25.0,0.171,Sniper (Resilient Role),0.0025548653,0.28,Victim (Fragile Role),0.12029466,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628401,Derrick White,2018-19,24.0,0.178,King (Resilient Star),0.0015023769,0.28,King (Resilient Star),0.04336808,King (Resilient Star)→King (Resilient Star) (No Change),False,False
1629150,Emanuel Terry,2018-19,22.0,0.183,Victim (Fragile Role),0.0037053912,0.28,Victim (Fragile Role),0.11051924,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1627936,Alex Caruso,2018-19,25.0,0.184,Victim (Fragile Role),0.0035252834,0.28,Victim (Fragile Role),0.09558173,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628769,Tahjere McCall,2018-19,24.0,0.136,Sniper (Resilient Role),0.0030602766,0.28,Victim (Fragile Role),0.07181148,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629001,De'Anthony Melton,2018-19,21.0,0.147,Sniper (Resilient Role),0.0031730267,0.28,Victim (Fragile Role),0.14323571,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628971,Bruce Brown,2018-19,22.0,0.113,Sniper (Resilient Role),0.0027926678,0.28,Victim (Fragile Role),0.07639799,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629053,Vincent Edwards,2018-19,23.0,0.111,Sniper (Resilient Role),0.0027894643,0.28,Victim (Fragile Role),0.07181148,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628990,Chandler Hutchison,2018-19,23.0,0.121,Sniper (Resilient Role),0.0021781775,0.28,Victim (Fragile Role),0.08913275,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628400,Semi Ojeleye,2018-19,24.0,0.137,Sniper (Resilient Role),0.0023419703,0.28,Victim (Fragile Role),0.079402395,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626185,Jarell Martin,2018-19,25.0,0.153,Sniper (Resilient Role),0.002729126,0.28,Victim (Fragile Role),0.06933836,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629059,Elie Okobo,2018-19,21.0,0.168,Sniper (Resilient Role),0.002624991,0.28,Victim (Fragile Role),0.07934196,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629102,Brandon Sampson,2018-19,22.0,0.154,Sniper (Resilient Role),0.0039034926,0.28,Victim (Fragile Role),0.20945942,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626147,Justin Anderson,2018-19,25.0,0.166,Sniper (Resilient Role),0.00276662,0.28,Victim (Fragile Role),0.05823202,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627846,Abdel Nader,2018-19,25.0,0.148,Sniper (Resilient Role),0.0045932266,0.28,Victim (Fragile Role),0.15364441,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628975,Jevon Carter,2018-19,23.0,0.172,Sniper (Resilient Role),0.0025015417,0.28,Victim (Fragile Role),0.08238841,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628411,Wes Iwundu,2018-19,24.0,0.125,Sniper (Resilient Role),0.0027724982,0.28,Victim (Fragile Role),0.1328713,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629033,Theo Pinson,2018-19,23.0,0.191,Sniper (Resilient Role),0.0034078418,0.28,Victim (Fragile Role),0.08669781,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628973,Jalen Brunson,2018-19,22.0,0.186,Sniper (Resilient Role),0.0028439912,0.28,Victim (Fragile Role),0.15969059,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628983,Shai Gilgeous-Alexander,2018-19,20.0,0.182,Sniper (Resilient Role),0.0010713442,0.28,King (Resilient Star),0.45276928,Sniper (Resilient Role)→King (Resilient Star),True,True
1629010,Jerome Robinson,2018-19,22.0,0.159,Sniper (Resilient Role),0.0030162462,0.28,Victim (Fragile Role),0.07829874,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626166,Cameron Payne,2018-19,24.0,0.169,Sniper (Resilient Role),0.004062135,0.28,Victim (Fragile Role),0.13744226,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628388,T.J. Leaf,2018-19,22.0,0.158,Sniper (Resilient Role),0.002332558,0.28,Victim (Fragile Role),0.124520324,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628972,Troy Brown Jr.,2018-19,19.0,0.158,Sniper (Resilient Role),0.0023100937,0.28,Victim (Fragile Role),0.081980094,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628984,Devonte' Graham,2018-19,24.0,0.166,Victim (Fragile Role),0.0030366757,0.28,Victim (Fragile Role),0.08392731,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1627739,Kris Dunn,2018-19,25.0,0.198,Sniper (Resilient Role),0.004437038,0.28,Victim (Fragile Role),0.069394775,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628365,Markelle Fultz,2018-19,21.0,0.189,Sniper (Resilient Role),0.004515751,0.28,Victim (Fragile Role),0.107368395,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628403,Caleb Swanigan,2018-19,22.0,0.17,Sniper (Resilient Role),0.0031729497,0.28,Victim (Fragile Role),0.095605314,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627885,Shaquille Harrison,2018-19,25.0,0.16,Sniper (Resilient Role),0.0027343107,0.28,Victim (Fragile Role),0.0741279,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629017,Khyri Thomas,2018-19,23.0,0.158,Sniper (Resilient Role),0.0024684945,0.28,Victim (Fragile Role),0.081644915,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628395,Jordan Bell,2018-19,24.0,0.133,Victim (Fragile Role),0.005776352,0.28,Victim (Fragile Role),0.18500584,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628410,Edmond Sumner,2018-19,23.0,0.157,Sniper (Resilient Role),0.00267654,0.28,Victim (Fragile Role),0.07919621,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628407,Dwayne Bacon,2018-19,23.0,0.167,Victim (Fragile Role),0.003283968,0.28,Victim (Fragile Role),0.1427801,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629121,Jaylen Adams,2018-19,23.0,0.131,Sniper (Resilient Role),0.002089644,0.28,Victim (Fragile Role),0.08454104,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629139,Yuta Watanabe,2018-19,24.0,0.148,Sniper (Resilient Role),0.002743338,0.28,Victim (Fragile Role),0.07835676,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629057,Robert Williams III,2018-19,21.0,0.101,Victim (Fragile Role),0.008878906,0.28,Victim (Fragile Role),0.11634651,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628421,Devin Robinson,2018-19,24.0,0.176,Victim (Fragile Role),0.006786732,0.28,Victim (Fragile Role),0.21096231,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629168,BJ Johnson,2018-19,23.0,0.178,Sniper (Resilient Role),0.0040152604,0.28,Victim (Fragile Role),0.18326165,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628959,Rawle Alkins,2018-19,21.0,0.173,Sniper (Resilient Role),0.0028173737,0.28,Victim (Fragile Role),0.099929325,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628977,Hamidou Diallo,2018-19,20.0,0.16,Sniper (Resilient Role),0.0033162236,0.28,Victim (Fragile Role),0.12716714,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627772,Daniel Hamilton,2018-19,23.0,0.153,Sniper (Resilient Role),0.0024643948,0.28,Victim (Fragile Role),0.08560796,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627746,Skal Labissiere,2018-19,23.0,0.154,Victim (Fragile Role),0.0032713786,0.28,Victim (Fragile Role),0.11966146,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628392,Isaiah Hartenstein,2018-19,21.0,0.112,Sniper (Resilient Role),0.0027894643,0.28,Victim (Fragile Role),0.07193489,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628537,Jaylen Morris,2018-19,23.0,0.15,Sniper (Resilient Role),0.0034873125,0.28,Victim (Fragile Role),0.10696801,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626145,Tyus Jones,2018-19,23.0,0.139,Sniper (Resilient Role),0.0016599889,0.28,Victim (Fragile Role),0.13385251,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629312,Haywood Highsmith,2018-19,22.0,0.115,Sniper (Resilient Role),0.002822471,0.28,Victim (Fragile Role),0.07793522,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627824,Guerschon Yabusele,2018-19,23.0,0.168,Sniper (Resilient Role),0.003278907,0.28,Victim (Fragile Role),0.107093975,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629118,Thomas Welsh,2018-19,23.0,0.153,Victim (Fragile Role),0.0039357273,0.28,Victim (Fragile Role),0.11428734,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629126,Deonte Burton,2018-19,25.0,0.159,Sniper (Resilient Role),0.0026270566,0.28,Victim (Fragile Role),0.07925008,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629061,Deng Adel,2018-19,22.0,0.097,Sniper (Resilient Role),0.0021953287,0.28,Victim (Fragile Role),0.08486521,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627743,Demetrius Jackson,2018-19,24.0,0.182,Victim (Fragile Role),0.0036581105,0.28,Victim (Fragile Role),0.19872218,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1627775,Patrick McCaw,2018-19,23.0,0.093,Sniper (Resilient Role),0.002254967,0.28,Victim (Fragile Role),0.12350747,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628439,Isaiah Hicks,2018-19,24.0,0.153,Sniper (Resilient Role),0.003857605,0.28,Victim (Fragile Role),0.16217245,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627781,Malachi Richardson,2018-19,23.0,0.142,Sniper (Resilient Role),0.003031836,0.28,Victim (Fragile Role),0.082625166,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628515,Isaiah Briscoe,2018-19,23.0,0.139,Sniper (Resilient Role),0.0028026858,0.28,Victim (Fragile Role),0.100281686,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626150,Andrew Harrison,2018-19,24.0,0.171,Sniper (Resilient Role),0.0027530456,0.28,Victim (Fragile Role),0.08831853,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627820,Tyrone Wallace,2018-19,25.0,0.174,Sniper (Resilient Role),0.0027589907,0.28,Victim (Fragile Role),0.088879995,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629123,Jared Terrell,2018-19,24.0,0.197,Sniper (Resilient Role),0.0045531224,0.28,Victim (Fragile Role),0.09099999,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629022,Lonnie Walker IV,2018-19,20.0,0.196,Sniper (Resilient Role),0.003715864,0.28,Victim (Fragile Role),0.07965149,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628463,Tyler Cavanaugh,2018-19,25.0,0.118,Sniper (Resilient Role),0.0027894643,0.28,Victim (Fragile Role),0.07181148,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629020,Jarred Vanderbilt,2018-19,20.0,0.179,Sniper (Resilient Role),0.0024491313,0.28,Victim (Fragile Role),0.10225562,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628432,Davon Reed,2018-19,24.0,0.104,Victim (Fragile Role),0.00827795,0.28,Victim (Fragile Role),0.110507816,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628399,Tyler Lydon,2018-19,23.0,0.097,Victim (Fragile Role),0.007881731,0.28,Victim (Fragile Role),0.11051924,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628980,Jacob Evans,2018-19,22.0,0.134,Sniper (Resilient Role),0.0028255119,0.28,Victim (Fragile Role),0.09208772,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629067,Isaac Bonga,2018-19,19.0,0.151,Sniper (Resilient Role),0.0025648347,0.28,Victim (Fragile Role),0.09035087,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629133,Daryl Macon,2018-19,23.0,0.167,Victim (Fragile Role),0.004635387,0.28,Victim (Fragile Role),0.10452719,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629116,Angel Delgado,2018-19,24.0,0.15,Sniper (Resilient Role),0.0036361334,0.28,Victim (Fragile Role),0.08835084,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628999,Yante Maten,2018-19,22.0,0.133,Sniper (Resilient Role),0.0029698026,0.28,Victim (Fragile Role),0.08835084,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629234,Drew Eubanks,2018-19,22.0,0.148,Victim (Fragile Role),0.00364904,0.28,Victim (Fragile Role),0.11925636,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628414,Sindarius Thornwell,2018-19,24.0,0.105,Sniper (Resilient Role),0.0023402795,0.28,Victim (Fragile Role),0.080683365,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628993,Alize Johnson,2018-19,23.0,0.116,Sniper (Resilient Role),0.002184405,0.28,Victim (Fragile Role),0.08295147,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628070,Jordan Loyd,2018-19,25.0,0.159,Sniper (Resilient Role),0.0040120725,0.28,Victim (Fragile Role),0.22278647,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629185,Chris Chiozza,2018-19,23.0,0.108,Sniper (Resilient Role),0.0069637108,0.28,Victim (Fragile Role),0.119080074,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628513,Naz Mitrou-Long,2018-19,25.0,0.139,Sniper (Resilient Role),0.0032136694,0.28,Victim (Fragile Role),0.13778178,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628393,Jawun Evans,2018-19,22.0,0.142,Sniper (Resilient Role),0.003465219,0.28,Victim (Fragile Role),0.09572666,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628418,Thomas Bryant,2019-20,22.0,0.185,Victim (Fragile Role),0.0035021643,0.28,Victim (Fragile Role),0.11345302,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1626167,Myles Turner,2019-20,24.0,0.18,Sniper (Resilient Role),0.0027470123,0.28,Victim (Fragile Role),0.3045322,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629023,P.J. Washington,2019-20,21.0,0.184,Victim (Fragile Role),0.0012067065,0.28,Victim (Fragile Role),0.07129361,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629634,Brandon Clarke,2019-20,23.0,0.18,Victim (Fragile Role),0.0016222891,0.28,Victim (Fragile Role),0.09175791,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628371,Jonathan Isaac,2019-20,22.0,0.181,Victim (Fragile Role),0.004056406,0.28,Victim (Fragile Role),0.0706537,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629661,Cameron Johnson,2019-20,24.0,0.151,Sniper (Resilient Role),0.0033684573,0.28,Victim (Fragile Role),0.21045274,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628970,Miles Bridges,2019-20,22.0,0.196,Sniper (Resilient Role),0.00171554,0.28,Victim (Fragile Role),0.051526997,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629060,Rui Hachimura,2019-20,22.0,0.189,Victim (Fragile Role),0.0035131872,0.28,Victim (Fragile Role),0.06393182,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628386,Jarrett Allen,2019-20,22.0,0.148,Sniper (Resilient Role),0.0047090244,0.28,Victim (Fragile Role),0.25777638,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628976,Wendell Carter Jr.,2019-20,21.0,0.162,Sniper (Resilient Role),0.0022636594,0.28,Victim (Fragile Role),0.07845653,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628366,Lonzo Ball,2019-20,22.0,0.181,Sniper (Resilient Role),0.001194817,0.28,Victim (Fragile Role),0.13302748,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629631,De'Andre Hunter,2019-20,22.0,0.173,Sniper (Resilient Role),0.0013921518,0.28,Victim (Fragile Role),0.13068101,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628404,Josh Hart,2019-20,25.0,0.15,Sniper (Resilient Role),0.0020823106,0.28,Victim (Fragile Role),0.24093433,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627733,Dragan Bender,2019-20,22.0,0.18,Sniper (Resilient Role),0.0026865737,0.28,Victim (Fragile Role),0.07142421,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629011,Mitchell Robinson,2019-20,22.0,0.129,Sniper (Resilient Role),0.0047604027,0.28,Victim (Fragile Role),0.21517003,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626224,Cedi Osman,2019-20,25.0,0.162,Sniper (Resilient Role),0.0015589268,0.28,Victim (Fragile Role),0.17799933,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629013,Landry Shamet,2019-20,23.0,0.132,Sniper (Resilient Role),0.0011499126,0.28,Victim (Fragile Role),0.056212477,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629016,Omari Spellman,2019-20,22.0,0.177,Sniper (Resilient Role),0.0044207284,0.28,Victim (Fragile Role),0.1716981,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628379,Luke Kennard,2019-20,24.0,0.193,Victim (Fragile Role),0.0033923858,0.28,Victim (Fragile Role),0.13344972,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628380,Zach Collins,2019-20,22.0,0.126,Sniper (Resilient Role),0.0025248076,0.28,Victim (Fragile Role),0.09369095,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628989,Kevin Huerter,2019-20,21.0,0.169,Victim (Fragile Role),0.0017464871,0.28,Victim (Fragile Role),0.13171543,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1627884,Derrick Jones Jr.,2019-20,23.0,0.135,Sniper (Resilient Role),0.0014170535,0.28,Victim (Fragile Role),0.15246412,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629004,Svi Mykhailiuk,2019-20,23.0,0.165,Victim (Fragile Role),0.0017504216,0.28,Victim (Fragile Role),0.123696424,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628436,Luke Kornet,2019-20,24.0,0.163,Sniper (Resilient Role),0.0028558047,0.28,Victim (Fragile Role),0.07102465,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627826,Ivica Zubac,2019-20,23.0,0.163,Victim (Fragile Role),0.0072102947,0.28,Victim (Fragile Role),0.3466747,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1627788,Furkan Korkmaz,2019-20,22.0,0.177,Victim (Fragile Role),0.002041236,0.28,Victim (Fragile Role),0.08378052,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628384,OG Anunoby,2019-20,22.0,0.142,Victim (Fragile Role),0.0026744439,0.28,Bulldozer (Fragile Star),0.4781318,Victim (Fragile Role)→Bulldozer (Fragile Star),True,True
1627737,Marquese Chriss,2019-20,22.0,0.184,Victim (Fragile Role),0.0013889455,0.28,Victim (Fragile Role),0.1224795,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629021,Moritz Wagner,2019-20,23.0,0.179,Victim (Fragile Role),0.0038373605,0.28,Victim (Fragile Role),0.124839835,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1628969,Mikal Bridges,2019-20,23.0,0.125,Sniper (Resilient Role),0.0025472208,0.28,Victim (Fragile Role),0.11340035,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626159,Justise Winslow,2019-20,24.0,0.19,Victim (Fragile Role),0.003934599,0.28,Victim (Fragile Role),0.07597373,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629629,Cam Reddish,2019-20,20.0,0.185,Sniper (Resilient Role),0.0022561976,0.28,Victim (Fragile Role),0.091339275,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628964,Mo Bamba,2019-20,22.0,0.163,Sniper (Resilient Role),0.0028437842,0.28,Victim (Fragile Role),0.0705113,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1628978,Donte DiVincenzo,2019-20,23.0,0.168,Sniper (Resilient Role),0.0024724272,0.28,King (Resilient Star),0.35170424,Sniper (Resilient Role)→King (Resilient Star),True,True
1627823,Juancho Hernangomez,2019-20,24.0,0.149,Sniper (Resilient Role),0.002909777,0.28,Victim (Fragile Role),0.08022686,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1627789,Timothe Luwawu-Cabarrot,2019-20,25.0,0.162,Victim (Fragile Role),0.0021726873,0.28,Victim (Fragile Role),0.10403103,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629635,Sekou Doumbouya,2019-20,19.0,0.164,Sniper (Resilient Role),0.0028777693,0.28,Victim (Fragile Role),0.077645935,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1626168,Trey Lyles,2019-20,24.0,0.136,Sniper (Resilient Role),0.0012638452,0.28,Victim (Fragile Role),0.10333118,Sniper (Resilient Role)→Victim (Fragile Role),False,False
1629652,Luguentz Dort,2019-20,21.0,0.139,Victim (Fragile Role),0.0070888023,0.28,Victim (Fragile Role),0.11685258,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
1629637,Jaxson Hayes,2019-20,20.0,0.146,Victim (Fragile Role),0.002914288,0.28,Victim (Fragile Role),0.13255002,Victim (Fragile Role)→Victim (Fragile Role) (No Change),False,False
